"","gsm","gse","gsm_title","platform","blood.subgroup","predsex","predage","predcell.CD8T","predcell.CD4T","predcell.NK","predcell.Bcell","predcell.Mono","predcell.Gran","glint.epi.pc1","glint.epi.pc2"
"GSM1886691.1607013450.hlink.GSM1886691_9370847128_R01C01","GSM1886691","GSE73103","Whole blood_S318","hm450k","whole_blood","M",13.935,"0.108","0.135","0.023","0.109","0.084","0.582",3.79916,-5.854626
"GSM1886692.1607013450.hlink.GSM1886692_9370847128_R03C02","GSM1886692","GSE73103","Whole blood_S319","hm450k","whole_blood","M",18.958,"0.101","0.078","0.056","0.094","0.081","0.631",12.36415,-7.686515
"GSM1886693.1607013450.hlink.GSM1886693_9370847100_R05C01","GSM1886693","GSE73103","Whole blood_S320","hm450k","whole_blood","F",12.717,"0.149","0.058","0.009","0.093","0.076","0.667",15.18174,-9.639352
"GSM1886713.1607013450.hlink.GSM1886713_9370847113_R01C01","GSM1886713","GSE73103","Whole blood_S321","hm450k","whole_blood","F",22.541,"0.119","0.178","0.019","0.105","0.068","0.564",12.57956,4.285271
"GSM1886716.1607013450.hlink.GSM1886716_9370847113_R02C01","GSM1886716","GSE73103","Whole blood_S322","hm450k","whole_blood","F",12.63,"0.144","0.083","0.073","0.117","0.042","0.601",20.57504,-2.219341
"GSM1886720.1607013450.hlink.GSM1886720_9370847113_R05C01","GSM1886720","GSE73103","Whole blood_S323","hm450k","whole_blood","M",19.082,"0.049","0.057","0.028","0.083","0.072","0.736",10.22718,-4.355813
"GSM1886723.1607013450.hlink.GSM1886723_9370847113_R02C02","GSM1886723","GSE73103","Whole blood_S324","hm450k","whole_blood","F",14.394,"0.157","0.065","0.006","0.06","0.107","0.629",7.917662,-0.8556194
"GSM1886726.1607013450.hlink.GSM1886726_9370847113_R05C02","GSM1886726","GSE73103","Whole blood_S325","hm450k","whole_blood","F",6.461,"0.172","0.086","0.01","0.123","0.18","0.503",10.34872,1.760608
"GSM1886774.1607013450.hlink.GSM1886774_9370847114_R02C01","GSM1886774","GSE73103","Whole blood_S326","hm450k","whole_blood","F",19.808,"0.128","0.072","0.098","0.086","0.052","0.616",13.70787,-8.027363
"GSM1886775.1607013450.hlink.GSM1886775_9370847114_R05C01","GSM1886775","GSE73103","Whole blood_S327","hm450k","whole_blood","F",13.077,"0.153","0.112","0.04","0.121","0.116","0.512",3.976964,0.2522156
"GSM1886776.1607013450.hlink.GSM1886776_9370847114_R02C02","GSM1886776","GSE73103","Whole blood_S328","hm450k","whole_blood","F",18.736,"0.13","0.1","0.013","0.05","0.064","0.664",2.520282,-2.64727
"GSM1886777.1607013450.hlink.GSM1886777_9370847114_R05C02","GSM1886777","GSE73103","Whole blood_S329","hm450k","whole_blood","F",15.579,"0.115","0.11","0","0.083","0.133","0.593",13.28937,0.435689
"GSM1886778.1607013450.hlink.GSM1886778_9370847132_R02C01","GSM1886778","GSE73103","Whole blood_S330","hm450k","whole_blood","F",23.788,"0.185","0.059","0","0.122","0.085","0.605",20.05665,0.3034464
"GSM1886779.1607013450.hlink.GSM1886779_9370847132_R05C01","GSM1886779","GSE73103","Whole blood_S331","hm450k","whole_blood","M",17.72,"0.08","0.052","0.112","0.08","0.06","0.659",14.51305,-7.146265
"GSM1886780.1607013450.hlink.GSM1886780_9370847132_R02C02","GSM1886780","GSE73103","Whole blood_S332","hm450k","whole_blood","F",17.481,"0.127","0.134","0.041","0.082","0.064","0.582",10.56974,3.41604
"GSM1886781.1607013450.hlink.GSM1886781_9370847132_R04C02","GSM1886781","GSE73103","Whole blood_S333","hm450k","whole_blood","F",22.186,"0.169","0.062","0.024","0.083","0.069","0.625",15.13096,1.360173
"GSM1886782.1607013450.hlink.GSM1886782_9370847113_R03C01","GSM1886782","GSE73103","Whole blood_S334","hm450k","whole_blood","F",21.002,"0.047","0.074","0.027","0.042","0.072","0.75",3.638118,-1.406393
"GSM1886783.1607013450.hlink.GSM1886783_9370847113_R06C01","GSM1886783","GSE73103","Whole blood_S335","hm450k","whole_blood","M",13.91,"0.12","0.131","0.039","0.126","0.075","0.541",-8.607925,-5.998481
"GSM1886784.1607013450.hlink.GSM1886784_9370847113_R03C02","GSM1886784","GSE73103","Whole blood_S336","hm450k","whole_blood","F",13.583,"0.194","0.073","0.097","0.109","0.074","0.525",12.17638,-2.091479
"GSM1886785.1607013450.hlink.GSM1886785_9370847113_R06C02","GSM1886785","GSE73103","Whole blood_S337","hm450k","whole_blood","M",20.684,"0.166","0.117","0.054","0.142","0.091","0.472",-3.973919,-1.329574
"GSM1886786.1607013450.hlink.GSM1886786_9370847114_R03C01","GSM1886786","GSE73103","Whole blood_S338","hm450k","whole_blood","F",10.582,"0.158","0.113","0","0.119","0.096","0.578",18.07641,-1.341418
"GSM1886787.1607013450.hlink.GSM1886787_9370847114_R06C01","GSM1886787","GSE73103","Whole blood_S339","hm450k","whole_blood","F",16.828,"0.139","0.094","0.027","0.104","0.084","0.599",11.86792,-4.912676
"GSM1886788.1607013450.hlink.GSM1886788_9370847114_R03C02","GSM1886788","GSE73103","Whole blood_S340","hm450k","whole_blood","F",17.087,"0.066","0.149","0.036","0.106","0.064","0.599",6.871935,-3.09302
"GSM1886789.1607013450.hlink.GSM1886789_9370847114_R06C02","GSM1886789","GSE73103","Whole blood_S341","hm450k","whole_blood","F",22.258,"0.097","0.05","0.026","0.077","0.076","0.703",10.36582,-7.188207
"GSM1886790.1607013450.hlink.GSM1886790_9370847132_R03C01","GSM1886790","GSE73103","Whole blood_S342","hm450k","whole_blood","F",18.166,"0.15","0.144","0.008","0.052","0.09","0.582",0.06536461,3.327115
"GSM1886791.1607013450.hlink.GSM1886791_9370847132_R06C01","GSM1886791","GSE73103","Whole blood_S343","hm450k","whole_blood","F",16.637,"0.122","0.101","0.047","0.068","0.042","0.637",4.984605,-3.490365
"GSM1886792.1607013450.hlink.GSM1886792_9370847132_R03C02","GSM1886792","GSE73103","Whole blood_S344","hm450k","whole_blood","F",19.362,"0.098","0.13","0.053","0.055","0.074","0.61",14.01926,0.6175459
"GSM1886793.1607013450.hlink.GSM1886793_9370847132_R05C02","GSM1886793","GSE73103","Whole blood_S345","hm450k","whole_blood","F",13.716,"0.17","0.018","0.055","0.098","0.061","0.651",17.30886,-3.695382
"GSM1886794.1607013450.hlink.GSM1886794_9370847113_R04C01","GSM1886794","GSE73103","Whole blood_S346","hm450k","whole_blood","F",20.562,"0.13","0.113","0.053","0.127","0.101","0.535",12.02601,-2.060743
"GSM1886795.1607013450.hlink.GSM1886795_9370847113_R01C02","GSM1886795","GSE73103","Whole blood_S347","hm450k","whole_blood","M",20.233,"0.081","0.073","0.029","0.094","0.062","0.685",11.23737,-3.840548
"GSM1886796.1607013450.hlink.GSM1886796_9370847113_R04C02","GSM1886796","GSE73103","Whole blood_S348","hm450k","whole_blood","M",16.094,"0.057","0.027","0.011","0.047","0.066","0.819",22.03318,-9.678924
"GSM1886797.1607013450.hlink.GSM1886797_9370847114_R01C01","GSM1886797","GSE73103","Whole blood_S349","hm450k","whole_blood","F",19.992,"0.135","0.151","0.047","0.057","0.077","0.557",9.698101,-1.46043
"GSM1886798.1607013450.hlink.GSM1886798_9370847114_R04C01","GSM1886798","GSE73103","Whole blood_S350","hm450k","whole_blood","F",26.437,"0.114","0.087","0.067","0.046","0.065","0.639",15.06358,2.885615
"GSM1886799.1607013450.hlink.GSM1886799_9370847114_R01C02","GSM1886799","GSE73103","Whole blood_S351","hm450k","whole_blood","F",23.593,"0.161","0.098","0.043","0.121","0.082","0.578",25.51031,2.741513
"GSM1886800.1607013450.hlink.GSM1886800_9370847114_R04C02","GSM1886800","GSE73103","Whole blood_S352","hm450k","whole_blood","M",16.781,"0.144","0.113","0.049","0.128","0.103","0.499",12.08822,2.371721
"GSM1886801.1607013450.hlink.GSM1886801_9370847132_R01C01","GSM1886801","GSE73103","Whole blood_S353","hm450k","whole_blood","F",16.796,"0.168","0.161","0.011","0.096","0.065","0.53",-3.395622,2.295087
"GSM1886802.1607013450.hlink.GSM1886802_9370847132_R04C01","GSM1886802","GSE73103","Whole blood_S354","hm450k","whole_blood","M",15.335,"0.122","0.167","0.054","0.127","0.104","0.458",-0.5936303,7.412277
"GSM1886803.1607013450.hlink.GSM1886803_9370847132_R01C02","GSM1886803","GSE73103","Whole blood_S355","hm450k","whole_blood","M",16.188,"0.158","0.147","0.052","0.163","0.076","0.444",10.88233,5.821927
"GSM1893070.1607013450.hlink.GSM1893070_RS1-1","GSM1893070","GSE73412","Haplogroup O2* sample 1","hm450k","whole_blood","M",78.539,"0.046","0.211","0.165","0.042","0.078","0.462",-0.7650262,7.83197
"GSM1893071.1607013450.hlink.GSM1893071_RS1-2","GSM1893071","GSE73412","Haplogroup O2* sample 2","hm450k","whole_blood","M",53.723,"0.016","0.188","0.051","0.072","0.096","0.575",0.5257553,2.398693
"GSM1893072.1607013450.hlink.GSM1893072_RS1-3","GSM1893072","GSE73412","Haplogroup O2* sample 3","hm450k","whole_blood","M",54.653,"0","0.06","0.098","0.035","0.123","0.679",-3.471786,-1.485037
"GSM1893073.1607013450.hlink.GSM1893073_RS1-4","GSM1893073","GSE73412","Haplogroup O2* sample 4","hm450k","whole_blood","M",49.215,"0","0.175","0.063","0.031","0.066","0.658",-2.795223,-2.741353
"GSM1893074.1607013450.hlink.GSM1893074_RS1-5","GSM1893074","GSE73412","Haplogroup O2* sample 5","hm450k","whole_blood","M",33.692,"0.054","0.178","0.084","0.008","0.086","0.572",-11.37408,1.469655
"GSM1893075.1607013450.hlink.GSM1893075_RS2-1","GSM1893075","GSE73412","Haplogroup O2* sample 6","hm450k","whole_blood","M",75.72,"0","0.151","0.329","0.055","0.082","0.392",-6.318571,1.373941
"GSM1893076.1607013450.hlink.GSM1893076_RS2-2","GSM1893076","GSE73412","Haplogroup O2* sample 7","hm450k","whole_blood","M",48.12,"0.004","0.092","0.126","0.053","0.063","0.653",-3.796075,-5.252562
"GSM1893077.1607013450.hlink.GSM1893077_RS2-3","GSM1893077","GSE73412","Haplogroup O2* sample 8","hm450k","whole_blood","M",49.276,"0.057","0.213","0.135","0.072","0.039","0.477",-14.66835,-0.7786857
"GSM1893078.1607013450.hlink.GSM1893078_RS3-1","GSM1893078","GSE73412","Haplogroup O2* sample 9","hm450k","whole_blood","M",76.754,"0.008","0.118","0.224","0.071","0.106","0.471",-8.274041,-1.514665
"GSM1893079.1607013450.hlink.GSM1893079_RS3-2","GSM1893079","GSE73412","Haplogroup O2* sample 10","hm450k","whole_blood","M",55.462,"0.031","0.156","0.098","0.065","0.073","0.568",-14.06521,-4.235262
"GSM1893080.1607013450.hlink.GSM1893080_RS3-3","GSM1893080","GSE73412","Haplogroup O2* sample 11","hm450k","whole_blood","M",29.026,"0.053","0.104","0.056","0.018","0.105","0.654",-11.03801,-6.854839
"GSM1893081.1607013450.hlink.GSM1893081_RS4","GSM1893081","GSE73412","Haplogroup O2* sample 12","hm450k","whole_blood","M",72.995,"0.001","0.091","0.151","0.023","0.057","0.68",-3.10849,-6.030032
"GSM1893082.1607013450.hlink.GSM1893082_TA1","GSM1893082","GSE73412","Haplogroup O2* sample 13","hm450k","whole_blood","M",66.316,"0.043","0.054","0.061","0.038","0.048","0.775",13.95058,-3.613571
"GSM1893083.1607013450.hlink.GSM1893083_TA2","GSM1893083","GSE73412","Haplogroup O2* sample 14","hm450k","whole_blood","M",62.104,"0.05","0.113","0.11","0.014","0.05","0.659",-0.4953582,1.488811
"GSM1893084.1607013450.hlink.GSM1893084_TA3","GSM1893084","GSE73412","Haplogroup O2* sample 15","hm450k","whole_blood","M",51.696,"0","0.113","0.029","0.013","0.054","0.784",-9.301431,-9.014993
"GSM1893085.1607013450.hlink.GSM1893085_TA4","GSM1893085","GSE73412","Haplogroup O2* sample 16","hm450k","whole_blood","M",52.268,"0.063","0.17","0.078","0.045","0.048","0.582",-12.73356,-2.160336
"GSM1893086.1607013450.hlink.GSM1893086_TA5","GSM1893086","GSE73412","Haplogroup O2* sample 17","hm450k","whole_blood","M",60.473,"0.069","0.104","0.147","0.053","0.057","0.57",-2.156741,2.220885
"GSM1893087.1607013450.hlink.GSM1893087_XC1","GSM1893087","GSE73412","Haplogroup O2* sample 18","hm450k","whole_blood","M",63.156,"0.033","0.11","0.058","0.017","0.081","0.687",3.824271,-2.931488
"GSM1893088.1607013450.hlink.GSM1893088_XC4","GSM1893088","GSE73412","Haplogroup O2* sample 19","hm450k","whole_blood","M",76.82,"0","0.104","0.171","0.037","0.103","0.58",-9.987689,-0.4814021
"GSM1893089.1607013450.hlink.GSM1893089_XC5","GSM1893089","GSE73412","Haplogroup O2* sample 20","hm450k","whole_blood","M",71.195,"0.024","0.069","0.166","0.036","0.095","0.611",3.243597,-0.5312192
"GSM1893090.1607013450.hlink.GSM1893090_225","GSM1893090","GSE73412","Haplogroup O2* sample 21","hm450k","whole_blood","M",66.201,"0","0.101","0.112","0.048","0.061","0.667",-7.227556,-5.578015
"GSM1893091.1607013450.hlink.GSM1893091_235","GSM1893091","GSE73412","Haplogroup O2* sample 22","hm450k","whole_blood","M",36.321,"0.032","0.078","0.118","0.019","0.069","0.676",0.08525372,-7.256048
"GSM1893092.1607013450.hlink.GSM1893092_243","GSM1893092","GSE73412","Haplogroup O2* sample 23","hm450k","whole_blood","M",50.781,"0","0.1","0.237","0.025","0.069","0.562",-5.918915,-7.393868
"GSM1893093.1607013450.hlink.GSM1893093_SE51","GSM1893093","GSE73412","Haplogroup O2* sample 24","hm450k","whole_blood","M",74.836,"0","0.026","0.132","0.01","0.091","0.737",2.400416,-3.733075
"GSM1893094.1607013450.hlink.GSM1893094_SE61","GSM1893094","GSE73412","Haplogroup O2* sample 25","hm450k","whole_blood","M",50.59,"0","0.095","0.041","0.034","0.1","0.726",3.15711,-6.146163
"GSM1893095.1607013450.hlink.GSM1893095_SE81","GSM1893095","GSE73412","Haplogroup O2* sample 26","hm450k","whole_blood","M",69.579,"0.001","0.142","0.139","0.015","0.091","0.613",12.88543,0.0984084
"GSM1893096.1607013450.hlink.GSM1893096_SF01","GSM1893096","GSE73412","Haplogroup O2* sample 27","hm450k","whole_blood","M",80.156,"0","0.005","0.061","0.007","0.104","0.823",0.1968576,-11.37545
"GSM1893097.1607013450.hlink.GSM1893097_SF91","GSM1893097","GSE73412","Haplogroup O2* sample 28","hm450k","whole_blood","M",52.554,"0.013","0.094","0.066","0.02","0.075","0.726",-3.272773,-5.837381
"GSM1893098.1607013450.hlink.GSM1893098_XA1","GSM1893098","GSE73412","Haplogroup O1a1 sample 1","hm450k","whole_blood","M",72.698,"0.038","0.06","0.194","0.022","0.072","0.609",5.652338,1.367947
"GSM1893099.1607013450.hlink.GSM1893099_XA2","GSM1893099","GSE73412","Haplogroup O1a1 sample 2","hm450k","whole_blood","M",58.319,"0.031","0.075","0.098","0.033","0.101","0.659",4.462066,-1.772285
"GSM1893100.1607013450.hlink.GSM1893100_LAD30601","GSM1893100","GSE73412","Haplogroup O3a1c sample 1","hm450k","whole_blood","M",41.002,"0.098","0.088","0.233","0.029","0.055","0.492",-7.268147,-1.018192
"GSM1893101.1607013450.hlink.GSM1893101_BO120","GSM1893101","GSE73412","Haplogroup O3a1c sample 2","hm450k","whole_blood","M",46.865,"0","0.094","0.03","0.04","0.114","0.712",-2.273768,-7.93145
"GSM1893102.1607013450.hlink.GSM1893102_351","GSM1893102","GSE73412","Haplogroup O3a1c1a sample 1","hm450k","whole_blood","M",34.94,"0.075","0.175","0.128","0.028","0.054","0.536",-8.34114,1.740768
"GSM1893103.1607013450.hlink.GSM1893103_352","GSM1893103","GSE73412","Haplogroup O3a1c1a sample 2","hm450k","whole_blood","M",35.767,"0.062","0.088","0.141","0.01","0.068","0.621",-6.454055,-3.481306
"GSM1893104.1607013450.hlink.GSM1893104_HA4","GSM1893104","GSE73412","Haplogroup O3a1c1* sample 1","hm450k","whole_blood","M",68.964,"0","0.097","0.085","0.001","0.14","0.667",-2.156032,1.893673
"GSM1893105.1607013450.hlink.GSM1893105_HA5","GSM1893105","GSE73412","Haplogroup O3a1c1* sample 2","hm450k","whole_blood","M",65.332,"0","0.104","0.211","0.021","0.101","0.561",-3.715814,3.736727
"GSM1893106.1607013450.hlink.GSM1893106_254","GSM1893106","GSE73412","Haplogroup O3a1c1* sample 3","hm450k","whole_blood","M",59.467,"0.117","0.07","0.179","0.032","0.101","0.514",-4.081607,3.888539
"GSM1893107.1607013450.hlink.GSM1893107_DA8","GSM1893107","GSE73412","Haplogroup O3a1c2a* sample 1","hm450k","whole_blood","M",44.711,"0.046","0.143","0.023","0.027","0.075","0.673",-1.87291,-2.913642
"GSM1893108.1607013450.hlink.GSM1893108_DB5","GSM1893108","GSE73412","Haplogroup O3a1c2a* sample 2","hm450k","whole_blood","M",64.571,"0.072","0.089","0.226","0.064","0.058","0.478",-2.030839,8.520552
"GSM1893109.1607013450.hlink.GSM1893109_479","GSM1893109","GSE73412","Haplogroup O3a1c2a* sample 3","hm450k","whole_blood","M",50.604,"0","0.118","0.121","0.035","0.061","0.636",-11.91869,-4.920415
"GSM1893110.1607013450.hlink.GSM1893110_425","GSM1893110","GSE73412","Haplogroup O3a1c2a* sample 4","hm450k","whole_blood","M",31.253,"0.125","0.127","0.144","0.042","0.055","0.5",-13.75191,-2.898125
"GSM1893111.1607013450.hlink.GSM1893111_453","GSM1893111","GSE73412","Haplogroup O3a1c2a3 sample 1","hm450k","whole_blood","M",54.273,"0.026","0.106","0.192","0.04","0.035","0.58",-4.301667,-0.6253861
"GSM1893112.1607013450.hlink.GSM1893112_460","GSM1893112","GSE73412","Haplogroup O3a1c2a3 sample 2","hm450k","whole_blood","M",54.689,"0.008","0.146","0.049","0.035","0.101","0.642",-6.55668,-2.973725
"GSM1893113.1607013450.hlink.GSM1893113_JF1","GSM1893113","GSE73412","Haplogroup O3a2b sample 1","hm450k","whole_blood","M",63.231,"0.051","0.093","0.129","0.021","0.116","0.565",-2.880308,6.586185
"GSM1893114.1607013450.hlink.GSM1893114_JF2","GSM1893114","GSE73412","Haplogroup O3a2b sample 2","hm450k","whole_blood","M",68.938,"0","0.143","0.184","0.03","0.085","0.539",3.789508,7.417573
"GSM1893115.1607013450.hlink.GSM1893115_XA3","GSM1893115","GSE73412","Haplogroup O3a2b sample 3","hm450k","other/NOS","M",45.444,"0.002","0.101","0.032","0.042","0.078","0.743",5.399732,-3.044349
"GSM1893116.1607013450.hlink.GSM1893116_XA7","GSM1893116","GSE73412","Haplogroup O3a2b sample 4","hm450k","whole_blood","M",47.801,"0.006","0.181","0.023","0.137","0.072","0.563",-4.210299,-0.2757115
"GSM1893117.1607013450.hlink.GSM1893117_XB0","GSM1893117","GSE73412","Haplogroup O3a2b sample 5","hm450k","whole_blood","M",57.175,"0","0.002","0.239","0","0.081","0.667",-3.635112,-7.833691
"GSM1893118.1607013450.hlink.GSM1893118_XB2","GSM1893118","GSE73412","Haplogroup O3a2b sample 6","hm450k","whole_blood","M",61.032,"0","0.033","0.274","0.007","0.104","0.564",-7.799803,2.087162
"GSM1893119.1607013450.hlink.GSM1893119_JC5","GSM1893119","GSE73412","Haplogroup O3a2b sample 7","hm450k","whole_blood","M",58.996,"0.037","0.072","0.064","0.027","0.08","0.703",-5.40707,1.709292
"GSM1893120.1607013450.hlink.GSM1893120_JF3","GSM1893120","GSE73412","Haplogroup O3a2b sample 8","hm450k","whole_blood","M",63.182,"0.001","0.119","0.06","0.036","0.095","0.669",-6.612234,2.029609
"GSM1893121.1607013450.hlink.GSM1893121_71","GSM1893121","GSE73412","Haplogroup O3a2b sample 9","hm450k","whole_blood","M",28.519,"0.057","0.078","0.233","0.017","0.075","0.52",-4.721759,-2.401642
"GSM1893122.1607013450.hlink.GSM1893122_93","GSM1893122","GSE73412","Haplogroup O3a2b sample 10","hm450k","whole_blood","M",39.333,"0.027","0.128","0.055","0","0.077","0.686",-4.819329,-4.030093
"GSM1893123.1607013450.hlink.GSM1893123_108","GSM1893123","GSE73412","Haplogroup O3a2b sample 11","hm450k","whole_blood","M",32.276,"0.109","0.135","0.197","0.033","0.033","0.46",-21.68367,0.5171431
"GSM1893124.1607013450.hlink.GSM1893124_158","GSM1893124","GSE73412","Haplogroup O3a2b sample 12","hm450k","whole_blood","M",33.89,"0.064","0.101","0.117","0.023","0.09","0.582",-11.38456,-1.631055
"GSM1893125.1607013450.hlink.GSM1893125_QA6","GSM1893125","GSE73412","Haplogroup O3a2c* sample 1","hm450k","whole_blood","M",50.444,"0","0.054","0.038","0.067","0.075","0.751",-3.295287,-8.129481
"GSM1893126.1607013450.hlink.GSM1893126_JB3-Rep1","GSM1893126","GSE73412","Haplogroup O3a2c1a sample 1","hm450k","whole_blood","M",81.243,"0","0.173","0.149","0.028","0.064","0.578",3.398502,10.36797
"GSM1893127.1607013450.hlink.GSM1893127_JB4-Rep1","GSM1893127","GSE73412","Haplogroup O3a2c1a sample 2","hm450k","whole_blood","M",54.477,"0","0.096","0.089","0.021","0.056","0.724",7.998626,-3.617195
"GSM1893128.1607013450.hlink.GSM1893128_JB3-Rep2","GSM1893128","GSE73412","Haplogroup O3a2c1a sample 3","hm450k","whole_blood","M",79.45,"0","0.178","0.139","0.027","0.074","0.571",-6.729672,7.077196
"GSM1893129.1607013450.hlink.GSM1893129_JB4-Rep2","GSM1893129","GSE73412","Haplogroup O3a2c1a sample 4","hm450k","whole_blood","M",53.543,"0","0.092","0.084","0.02","0.063","0.72",1.588872,-4.588328
"GSM1893130.1607013450.hlink.GSM1893130_LACB0902","GSM1893130","GSE73412","Haplogroup O3a2c1a sample 5","hm450k","whole_blood","M",73.748,"0.106","0.068","0.195","0.062","0.048","0.54",16.40096,4.681278
"GSM1893131.1607013450.hlink.GSM1893131_429","GSM1893131","GSE73412","Haplogroup O3a2c1a sample 6","hm450k","whole_blood","M",26.869,"0.115","0.109","0.075","0.054","0.078","0.548",-11.87278,-0.6387708
"GSM1893132.1607013450.hlink.GSM1893132_447","GSM1893132","GSE73412","Haplogroup O3a2c1a sample 7","hm450k","whole_blood","M",35.895,"0.069","0.207","0.048","0.022","0.105","0.524",-13.11817,0.9791824
"GSM1893133.1607013450.hlink.GSM1893133_450","GSM1893133","GSE73412","Haplogroup O3a2c1a sample 8","hm450k","whole_blood","M",33.157,"0.016","0.087","0.079","0.03","0.094","0.668",-8.960693,-2.178128
"GSM1893134.1607013450.hlink.GSM1893134_471","GSM1893134","GSE73412","Haplogroup O3a2c1a sample 9","hm450k","whole_blood","M",56.48,"0.038","0.15","0.073","0.046","0.078","0.601",1.146099,4.420361
"GSM1893135.1607013450.hlink.GSM1893135_BO003","GSM1893135","GSE73412","Haplogroup O3a2c1* sample 1","hm450k","whole_blood","M",39.796,"0.047","0.107","0.113","0.019","0.09","0.596",-3.743925,-6.750878
"GSM1893136.1607013450.hlink.GSM1893136_494","GSM1893136","GSE73412","Haplogroup O3a2c1* sample 2","hm450k","whole_blood","M",34.896,"0.091","0.126","0.023","0.08","0.058","0.601",-13.56871,0.3320267
"GSM1893137.1607013450.hlink.GSM1893137_513","GSM1893137","GSE73412","Haplogroup O3a2c1* sample 3","hm450k","whole_blood","M",25.696,"0.106","0.141","0.026","0.061","0.093","0.544",-13.66649,-0.1424873
"GSM1893138.1607013450.hlink.GSM1893138_518","GSM1893138","GSE73412","Haplogroup O3a2c1* sample 4","hm450k","whole_blood","M",55.488,"0.045","0.118","0.091","0.044","0.062","0.627",-8.650194,2.93229
"GSM1893139.1607013450.hlink.GSM1893139_F1","GSM1893139","GSE73412","Haplogroup E1b1a1 sample 1","hm450k","whole_blood","M",43.831,"0.057","0.063","0.065","0.027","0.077","0.699",-15.66196,9.751415
"GSM1893143.1607013450.hlink.GSM1893143_F24","GSM1893143","GSE73412","Haplogroup E1b1a1 sample 5","hm450k","whole_blood","M",8.132,"0.05","0.109","0","0.038","0.073","0.718",-14.1141,7.52273
"GSM1920348.1607013450.hlink.GSM1920348_9344730057_R05C02","GSM1920348","GSE74432","EP12w whole blood Control genomic DNA","hm450k","other/NOS","F",23.279,"0","0.164","0.042","0.013","0.104","0.643",1.814304,0.614172
"GSM1920349.1607013450.hlink.GSM1920349_8221924024_R03C02","GSM1920349","GSE74432","41373W whole blood Control genomic DNA","hm450k","whole_blood","F",26.116,"0.064","0.132","0.023","0.068","0.058","0.653",0.9009677,7.197738
"GSM1920350.1607013450.hlink.GSM1920350_9376525059_R01C01","GSM1920350","GSE74432","EP13W whole blood Control genomic DNA","hm450k","whole_blood","F",16.268,"0.053","0.079","0.007","0.036","0.105","0.719",-1.718403,-0.3516863
"GSM1920351.1607013450.hlink.GSM1920351_9376525060_R01C02","GSM1920351","GSE74432","EP14W whole blood Control genomic DNA","hm450k","whole_blood","M",29.077,"0.177","0.143","0.131","0.13","0.071","0.38",-3.288944,13.31827
"GSM1920352.1607013450.hlink.GSM1920352_8221916168_R06C01","GSM1920352","GSE74432","EP15W whole blood Control genomic DNA","hm450k","whole_blood","M",15.222,"0.105","0.184","0","0.074","0.102","0.536",1.455449,3.8538
"GSM1920353.1607013450.hlink.GSM1920353_8942297063_R04C02","GSM1920353","GSE74432","EP16W whole blood Control genomic DNA","hm450k","whole_blood","F",1.688,"0.19","0.435","0","0.175","0.057","0.144",-34.90103,6.475243
"GSM1920354.1607013450.hlink.GSM1920354_9376525060_R03C01","GSM1920354","GSE74432","EP17W whole blood Control genomic DNA","hm450k","whole_blood","F",4.502,"0.175","0.377","0.011","0.191","0.074","0.18",-26.76696,10.62907
"GSM1920355.1607013450.hlink.GSM1920355_8942297063_R01C02","GSM1920355","GSE74432","EP22W whole blood Control genomic DNA","hm450k","whole_blood","M",5.341,"0.104","0.204","0","0.184","0.092","0.415",-17.06389,15.71093
"GSM1920356.1607013450.hlink.GSM1920356_8942297082_R03C02","GSM1920356","GSE74432","EP24W whole blood Control genomic DNA","hm450k","whole_blood","F",13.004,"0.106","0.112","0.119","0.049","0.094","0.516",-9.634462,7.706149
"GSM1920357.1607013450.hlink.GSM1920357_8221916168_R01C02","GSM1920357","GSE74432","EP27W whole blood Control genomic DNA","hm450k","whole_blood","M",18.402,"0.085","0.163","0.088","0.098","0.072","0.495",6.791201,10.00909
"GSM1920358.1607013450.hlink.GSM1920358_9344730057_R06C02","GSM1920358","GSE74432","EP28w whole blood Control genomic DNA","hm450k","other/NOS","F",19.996,"0.055","0.137","0.048","0.067","0.075","0.624",0.6456592,-0.5430806
"GSM1920359.1607013450.hlink.GSM1920359_8221916168_R06C02","GSM1920359","GSE74432","EP29W whole blood Control genomic DNA","hm450k","whole_blood","F",10.469,"0.139","0.265","0.023","0.083","0.048","0.444",-9.900504,4.055778
"GSM1920360.1607013450.hlink.GSM1920360_7497398013_R03C01","GSM1920360","GSE74432","EP2W whole blood Control genomic DNA","hm450k","whole_blood","F",10.881,"0.073","0.126","0.023","0.06","0.137","0.579",-6.065887,0.09912579
"GSM1920361.1607013450.hlink.GSM1920361_8942297063_R06C02","GSM1920361","GSE74432","EP30W whole blood Control genomic DNA","hm450k","whole_blood","F",16.665,"0.073","0.128","0.018","0.109","0.086","0.602",2.458339,0.8047766
"GSM1920362.1607013450.hlink.GSM1920362_8942297082_R04C01","GSM1920362","GSE74432","EP31W whole blood Control genomic DNA","hm450k","whole_blood","M",15.697,"0.063","0.179","0.122","0.082","0.063","0.506",-12.08197,4.246977
"GSM1920363.1607013450.hlink.GSM1920363_8942297084_R04C02","GSM1920363","GSE74432","EP32W whole blood Control genomic DNA","hm450k","whole_blood","M",15.41,"0.07","0.251","0.046","0.105","0.056","0.481",-5.807353,3.493637
