"","gsm","gse","gsm_title","platform","blood.subgroup","predsex","predage","predcell.CD8T","predcell.CD4T","predcell.NK","predcell.Bcell","predcell.Mono","predcell.Gran","glint.epi.pc1","glint.epi.pc2"
"GSM1051533.1607013450.hlink.GSM1051533_7800246024_R03C02","GSM1051533","GSE42861","Normal genomic DNA from sample 9","hm450k","other/NOS","M",65.884,"0.047","0.111","0.181","0.049","0.027","0.602",-20.320653158765,-4.03957532363811
"GSM1051534.1607013450.hlink.GSM1051534_7800246024_R04C02","GSM1051534","GSE42861","Normal genomic DNA from sample 10","hm450k","other/NOS","M",47.527,"0.076","0.128","0.031","0.034","0.061","0.675",-7.58169825174086,-6.9204288606473
"GSM1051535.1607013450.hlink.GSM1051535_7800246024_R05C02","GSM1051535","GSE42861","Normal genomic DNA from sample 11","hm450k","other/NOS","M",35.988,"0.061","0.1","0.046","0.048","0.058","0.693",-10.1884897719054,-9.14096134788066
"GSM1051536.1607013450.hlink.GSM1051536_7800246024_R06C02","GSM1051536","GSE42861","Normal genomic DNA from sample 12","hm450k","other/NOS","M",55.954,"0.13","0.182","0.073","0.081","0.074","0.498",-26.2937349912798,-7.53686697981003
"GSM1051537.1607013450.hlink.GSM1051537_7800246085_R01C01","GSM1051537","GSE42861","Normal genomic DNA from sample 13","hm450k","other/NOS","M",49.468,"0.069","0.115","0.054","0.049","0.024","0.712",-3.2802459093898,-3.98218851545437
"GSM1051538.1607013450.hlink.GSM1051538_7800246085_R02C01","GSM1051538","GSE42861","Normal genomic DNA from sample 14","hm450k","other/NOS","M",50.916,"0","0.182","0.094","0.013","0.053","0.665",-4.35306913386447,-10.2619970157273
"GSM1051539.1607013450.hlink.GSM1051539_7800246085_R03C01","GSM1051539","GSE42861","Normal genomic DNA from sample 15","hm450k","other/NOS","M",68.512,"0.134","0.085","0.107","0.019","0.06","0.614",-5.5199693250237,4.40202975979548
"GSM1051540.1607013450.hlink.GSM1051540_7800246085_R04C01","GSM1051540","GSE42861","Normal genomic DNA from sample 16","hm450k","other/NOS","M",67.35,"0.039","0.056","0.097","0.028","0.092","0.695",2.25998375885545,-8.81740113982796
"GSM1051541.1607013450.hlink.GSM1051541_7800246085_R05C01","GSM1051541","GSE42861","Normal genomic DNA from sample 17","hm450k","other/NOS","M",64.241,"0.03","0.133","0.147","0.009","0.07","0.629",-10.2321148638551,-3.81733742601627
"GSM1051542.1607013450.hlink.GSM1051542_7800246085_R06C01","GSM1051542","GSE42861","Normal genomic DNA from sample 18","hm450k","other/NOS","M",61.116,"0.083","0.085","0.083","0.056","0.063","0.663",-15.7157224377238,-21.3751393281992
"GSM1051543.1607013450.hlink.GSM1051543_7800246085_R01C02","GSM1051543","GSE42861","Normal genomic DNA from sample 19","hm450k","other/NOS","M",55.714,"0.006","0.154","0.065","0.069","0.101","0.614",-4.22019455711273,-1.6102177427599
"GSM1051544.1607013450.hlink.GSM1051544_7800246085_R02C02","GSM1051544","GSE42861","Normal genomic DNA from sample 20","hm450k","other/NOS","M",58.769,"0.004","0.169","0.056","0.048","0.08","0.649",-3.95062802209623,-7.80503842335986
"GSM1051545.1607013450.hlink.GSM1051545_7800246085_R03C02","GSM1051545","GSE42861","Normal genomic DNA from sample 21","hm450k","other/NOS","M",49.344,"0.026","0.098","0.098","0.031","0.098","0.663",-7.93927140627039,-10.199976813399
"GSM1051549.1607013450.hlink.GSM1051549_7800246087_R01C01","GSM1051549","GSE42861","Normal genomic DNA from sample 25","hm450k","other/NOS","F",48.083,"0.148","0.129","0.106","0.053","0.087","0.501",-2.30022319350728,3.10212991835803
"GSM1051550.1607013450.hlink.GSM1051550_7800246087_R02C01","GSM1051550","GSE42861","Normal genomic DNA from sample 26","hm450k","other/NOS","F",62.987,"0.07","0.205","0.101","0.067","0.049","0.542",-3.35269549471516,-6.05618189446214
"GSM1051551.1607013450.hlink.GSM1051551_7800246087_R03C01","GSM1051551","GSE42861","Normal genomic DNA from sample 27","hm450k","other/NOS","F",67.651,"0.078","0.135","0.187","0.018","0.1","0.502",0.0180505682121108,-0.924928585087044
"GSM1051552.1607013450.hlink.GSM1051552_7800246087_R04C01","GSM1051552","GSE42861","Normal genomic DNA from sample 28","hm450k","other/NOS","F",61.094,"0.018","0.088","0.041","0.075","0.078","0.716",-8.68679707637078,-12.8690986304292
"GSM1051553.1607013450.hlink.GSM1051553_7800246087_R05C01","GSM1051553","GSE42861","Normal genomic DNA from sample 29","hm450k","other/NOS","F",66.149,"0.182","0.077","0.11","0.058","0.084","0.53",-11.5723508676987,1.48221979174936
"GSM1051555.1607013450.hlink.GSM1051555_7800246087_R01C02","GSM1051555","GSE42861","Normal genomic DNA from sample 31","hm450k","other/NOS","F",64.681,"0.099","0.109","0.088","0.079","0.104","0.537",-6.68103598694077,-1.45090337546751
"GSM1051556.1607013450.hlink.GSM1051556_7800246087_R02C02","GSM1051556","GSE42861","Normal genomic DNA from sample 32","hm450k","other/NOS","F",59.229,"0.082","0.268","0.078","0.094","0.057","0.437",-4.42546801023498,1.52417839256568
"GSM1051557.1607013450.hlink.GSM1051557_7800246087_R03C02","GSM1051557","GSE42861","Normal genomic DNA from sample 33","hm450k","other/NOS","F",57.179,"0.061","0.178","0.044","0.05","0.06","0.625",-5.60117456810816,-1.67147676512401
"GSM1051558.1607013450.hlink.GSM1051558_7800246087_R04C02","GSM1051558","GSE42861","Normal genomic DNA from sample 34","hm450k","other/NOS","F",29.898,"0.085","0.211","0.077","0.053","0.023","0.561",-15.2689731206276,-7.96970067099712
"GSM1051559.1607013450.hlink.GSM1051559_7800246087_R05C02","GSM1051559","GSE42861","Normal genomic DNA from sample 35","hm450k","other/NOS","F",63.269,"0.143","0.146","0.098","0.092","0.098","0.454",-12.6203935086339,7.52652379540675
"GSM1051560.1607013450.hlink.GSM1051560_7800246087_R06C02","GSM1051560","GSE42861","Normal genomic DNA from sample 36","hm450k","other/NOS","F",52.35,"0.057","0.085","0.016","0.077","0.08","0.705",-15.9010242617135,-23.1368184987034
"GSM1051561.1607013450.hlink.GSM1051561_7800246123_R01C01","GSM1051561","GSE42861","Normal genomic DNA from sample 37","hm450k","other/NOS","F",71.544,"0","0.133","0.051","0.061","0.067","0.709",-3.32008782237367,-10.9925672184475
"GSM1051562.1607013450.hlink.GSM1051562_7800246123_R02C01","GSM1051562","GSE42861","Normal genomic DNA from sample 38","hm450k","other/NOS","F",57.531,"0.021","0.146","0.124","0.035","0.041","0.646",-1.02480673947637,-9.0185704288291
"GSM1051563.1607013450.hlink.GSM1051563_7800246123_R03C01","GSM1051563","GSE42861","Normal genomic DNA from sample 39","hm450k","other/NOS","F",30.482,"0.191","0.08","0.103","0.063","0.069","0.521",-8.22442660673581,-1.02426087828548
"GSM1051564.1607013450.hlink.GSM1051564_7800246123_R04C01","GSM1051564","GSE42861","Normal genomic DNA from sample 40","hm450k","other/NOS","F",56.771,"0.079","0.087","0.119","0.04","0.057","0.637",1.58042456478688,-6.3572433123765
"GSM1051565.1607013450.hlink.GSM1051565_7800246123_R05C01","GSM1051565","GSE42861","Normal genomic DNA from sample 41","hm450k","other/NOS","F",51.167,"0.183","0.142","0.051","0.047","0.046","0.543",-14.3999753240591,1.36016658231711
"GSM1051566.1607013450.hlink.GSM1051566_7800246123_R06C01","GSM1051566","GSE42861","Normal genomic DNA from sample 42","hm450k","other/NOS","F",51.715,"0.084","0.168","0.048","0.047","0.046","0.624",-10.990764249448,-9.51327996162251
"GSM1051567.1607013450.hlink.GSM1051567_7800246123_R01C02","GSM1051567","GSE42861","Normal genomic DNA from sample 43","hm450k","other/NOS","F",40.76,"0.132","0.15","0.055","0.09","0.031","0.57",-6.07547801705688,0.0972400957052198
"GSM1051568.1607013450.hlink.GSM1051568_7800246123_R02C02","GSM1051568","GSE42861","Normal genomic DNA from sample 44","hm450k","other/NOS","F",46.329,"0.091","0.167","0.16","0.066","0.051","0.483",-15.1534070759718,-2.8377074571411
"GSM1051569.1607013450.hlink.GSM1051569_7800246123_R03C02","GSM1051569","GSE42861","Normal genomic DNA from sample 45","hm450k","other/NOS","F",32.529,"0.089","0.027","0.112","0.034","0.065","0.69",0.11806982299037,-6.96598459712198
"GSM1051570.1607013450.hlink.GSM1051570_7800246123_R04C02","GSM1051570","GSE42861","Normal genomic DNA from sample 46","hm450k","other/NOS","F",56.628,"0.064","0.152","0.082","0.035","0.059","0.627",1.25903386436315,-1.34528210816893
"GSM1051571.1607013450.hlink.GSM1051571_7800246123_R05C02","GSM1051571","GSE42861","Normal genomic DNA from sample 47","hm450k","other/NOS","F",31.04,"0.05","0.201","0.023","0.051","0.058","0.626",-16.0552549732697,-9.17278643906855
"GSM1051572.1607013450.hlink.GSM1051572_7800246123_R06C02","GSM1051572","GSE42861","Normal genomic DNA from sample 48","hm450k","other/NOS","F",68.163,"0.203","0.182","0.098","0.089","0.034","0.416",-15.8013105905476,8.27241968356641
"GSM1051573.1607013450.hlink.GSM1051573_7800246132_R01C01","GSM1051573","GSE42861","Normal genomic DNA from sample 49","hm450k","other/NOS","F",49.452,"0.005","0.098","0.111","0.04","0.088","0.663",0.77595316524179,-5.04337752789298
"GSM1051574.1607013450.hlink.GSM1051574_7800246132_R02C01","GSM1051574","GSE42861","Normal genomic DNA from sample 50","hm450k","other/NOS","F",53.458,"0.059","0.151","0.047","0.063","0.032","0.653",-5.9636191660278,-1.00194134932447
"GSM1051575.1607013450.hlink.GSM1051575_7800246132_R04C01","GSM1051575","GSE42861","Normal genomic DNA from sample 51","hm450k","other/NOS","F",57.22,"0.092","0.119","0.114","0.041","0.056","0.6",-3.29320809460501,0.879203071006026
"GSM1051576.1607013450.hlink.GSM1051576_7800246132_R05C01","GSM1051576","GSE42861","Normal genomic DNA from sample 52","hm450k","other/NOS","F",44.016,"0.091","0.095","0.057","0.047","0.046","0.679",3.4027601700516,-8.50308249035132
"GSM1051577.1607013450.hlink.GSM1051577_7800246132_R06C01","GSM1051577","GSE42861","Normal genomic DNA from sample 53","hm450k","other/NOS","F",55.516,"0.066","0.084","0.048","0.058","0.067","0.693",12.6470592329283,-11.2203952615
"GSM1051578.1607013450.hlink.GSM1051578_7800246132_R01C02","GSM1051578","GSE42861","Normal genomic DNA from sample 54","hm450k","other/NOS","F",60.294,"0.058","0.216","0.043","0.074","0.036","0.582",0.893929258085024,1.77231291788615
"GSM1051579.1607013450.hlink.GSM1051579_7800246132_R02C02","GSM1051579","GSE42861","Normal genomic DNA from sample 55","hm450k","other/NOS","F",52.84,"0.079","0.068","0.075","0.038","0.05","0.693",5.96564879993133,0.103048900464308
"GSM1051580.1607013450.hlink.GSM1051580_7800246132_R03C02","GSM1051580","GSE42861","Normal genomic DNA from sample 56","hm450k","other/NOS","F",66.287,"0.043","0.133","0.057","0.075","0.031","0.674",-2.85335433830196,-1.41100528266732
"GSM1051581.1607013450.hlink.GSM1051581_7800246132_R04C02","GSM1051581","GSE42861","Normal genomic DNA from sample 57","hm450k","other/NOS","F",63.356,"0.066","0.194","0.169","0.038","0.044","0.506",4.58835736746687,4.07898891964386
"GSM1051582.1607013450.hlink.GSM1051582_7800246132_R05C02","GSM1051582","GSE42861","Normal genomic DNA from sample 58","hm450k","other/NOS","F",53.483,"0.051","0.079","0.145","0.04","0.051","0.652",1.32096655605649,-3.77340507845996
"GSM1051583.1607013450.hlink.GSM1051583_7800246132_R06C02","GSM1051583","GSE42861","Normal genomic DNA from sample 59","hm450k","other/NOS","F",61.117,"0.103","0.14","0.165","0.052","0.035","0.529",-1.14429531357276,-0.154076321865302
"GSM1051584.1607013450.hlink.GSM1051584_7800246137_R01C01","GSM1051584","GSE42861","Normal genomic DNA from sample 60","hm450k","other/NOS","F",64.316,"0.101","0.125","0.157","0.088","0.074","0.5",1.81122677521302,0.12020470370996
"GSM1051585.1607013450.hlink.GSM1051585_7800246137_R02C01","GSM1051585","GSE42861","Normal genomic DNA from sample 61","hm450k","other/NOS","F",67.373,"0.087","0.096","0.088","0.035","0.063","0.65",6.94119552870011,-1.14734716499387
"GSM1051586.1607013450.hlink.GSM1051586_7800246137_R03C01","GSM1051586","GSE42861","Normal genomic DNA from sample 62","hm450k","other/NOS","F",68.819,"0.119","0.067","0.115","0.054","0.06","0.604",6.61253191611453,-3.17198978077217
"GSM1051587.1607013450.hlink.GSM1051587_7800246137_R04C01","GSM1051587","GSE42861","Normal genomic DNA from sample 63","hm450k","other/NOS","F",58.617,"0.051","0.135","0.114","0.021","0.069","0.617",0.0398024129881849,-0.585609145127179
"GSM1051588.1607013450.hlink.GSM1051588_7800246137_R05C01","GSM1051588","GSE42861","Normal genomic DNA from sample 64","hm450k","other/NOS","F",63.772,"0.058","0.24","0.098","0.062","0.031","0.531",-3.66725950338969,-0.717420296419036
"GSM1051589.1607013450.hlink.GSM1051589_7800246137_R06C01","GSM1051589","GSE42861","Normal genomic DNA from sample 65","hm450k","other/NOS","F",37.5,"0.04","0.078","0.088","0.023","0.094","0.684",-0.877816371411693,-7.63053464758916
"GSM1051590.1607013450.hlink.GSM1051590_7800246137_R02C02","GSM1051590","GSE42861","Normal genomic DNA from sample 66","hm450k","other/NOS","F",36.904,"0.107","0.198","0.053","0.073","0.044","0.55",-10.7439977285379,-6.83308659494719
"GSM1051591.1607013450.hlink.GSM1051591_7800246137_R03C02","GSM1051591","GSE42861","Normal genomic DNA from sample 67","hm450k","other/NOS","F",45.731,"0.064","0.104","0.011","0.059","0.063","0.705",-2.33112051322097,-5.51469947251721
"GSM1051592.1607013450.hlink.GSM1051592_7800246137_R04C02","GSM1051592","GSE42861","Normal genomic DNA from sample 68","hm450k","other/NOS","F",50.017,"0.147","0.15","0.069","0.045","0.07","0.53",-5.21681137478168,3.43604684543888
"GSM1051593.1607013450.hlink.GSM1051593_7800246137_R05C02","GSM1051593","GSE42861","Normal genomic DNA from sample 69","hm450k","other/NOS","F",68.394,"0.084","0.109","0.164","0.061","0.082","0.522",-2.79806194849939,3.26284691589915
"GSM1051594.1607013450.hlink.GSM1051594_7800246137_R06C02","GSM1051594","GSE42861","Normal genomic DNA from sample 70","hm450k","other/NOS","F",53.638,"0.147","0.121","0.041","0.083","0.041","0.6",-3.34033455757716,-10.1787021636674
"GSM1051595.1607013450.hlink.GSM1051595_7800246140_R01C01","GSM1051595","GSE42861","Normal genomic DNA from sample 71","hm450k","other/NOS","F",47.571,"0.013","0.142","0.056","0.049","0.078","0.665",4.86299835693229,-7.22449453990291
"GSM1051596.1607013450.hlink.GSM1051596_7800246140_R02C01","GSM1051596","GSE42861","Normal genomic DNA from sample 72","hm450k","other/NOS","F",66.605,"0.078","0.14","0.072","0.038","0.067","0.623",1.43868588871002,-3.1489144771319
"GSM1051597.1607013450.hlink.GSM1051597_7800246140_R03C01","GSM1051597","GSE42861","Normal genomic DNA from sample 73","hm450k","other/NOS","F",42.271,"0.089","0.111","0.058","0.035","0.049","0.687",6.53197003660884,-12.1055375186787
"GSM1051599.1607013450.hlink.GSM1051599_7800246140_R05C01","GSM1051599","GSE42861","Normal genomic DNA from sample 75","hm450k","other/NOS","F",44.14,"0.057","0.097","0.021","0.044","0.059","0.727",6.23049520681519,-7.98859228888725
"GSM1051601.1607013450.hlink.GSM1051601_7800246140_R01C02","GSM1051601","GSE42861","Normal genomic DNA from sample 77","hm450k","other/NOS","F",43.189,"0.049","0.198","0.077","0.032","0.047","0.609",3.00449019538449,-4.11835790671784
"GSM1051602.1607013450.hlink.GSM1051602_7800246140_R02C02","GSM1051602","GSE42861","Normal genomic DNA from sample 78","hm450k","other/NOS","F",52.392,"0.056","0.107","0.084","0.031","0.059","0.68",11.9493842941805,-5.11680023308528
"GSM1051603.1607013450.hlink.GSM1051603_7800246140_R03C02","GSM1051603","GSE42861","Normal genomic DNA from sample 79","hm450k","other/NOS","F",43.262,"0.152","0.151","0.026","0.053","0.072","0.55",-12.5201360559726,3.42528854670036
"GSM1051604.1607013450.hlink.GSM1051604_7800246140_R04C02","GSM1051604","GSE42861","Normal genomic DNA from sample 80","hm450k","other/NOS","F",20.745,"0.094","0.146","0.002","0.061","0.061","0.647",-9.6249212214672,-8.58328975908426
"GSM1051605.1607013450.hlink.GSM1051605_7800246140_R05C02","GSM1051605","GSE42861","Normal genomic DNA from sample 81","hm450k","other/NOS","F",65.077,"0.012","0.133","0.098","0.113","0.068","0.582",-7.94199162171328,-5.13700212920988
"GSM1051606.1607013450.hlink.GSM1051606_7800246140_R06C02","GSM1051606","GSE42861","Normal genomic DNA from sample 82","hm450k","other/NOS","F",81.21,"0.085","0.18","0.094","0.18","0.057","0.424",-4.00885860164301,3.45654625771249
"GSM1051607.1607013450.hlink.GSM1051607_7800246188_R01C01","GSM1051607","GSE42861","Normal genomic DNA from sample 83","hm450k","other/NOS","F",57.891,"0.132","0.068","0.098","0.045","0.088","0.6",3.81867774726295,-0.386097362460374
"GSM1051608.1607013450.hlink.GSM1051608_7800246188_R02C01","GSM1051608","GSE42861","Normal genomic DNA from sample 84","hm450k","other/NOS","F",56.681,"0.122","0.182","0.023","0.076","0.037","0.576",-5.09526134980242,3.2254460388115
"GSM1051609.1607013450.hlink.GSM1051609_7800246188_R03C01","GSM1051609","GSE42861","Normal genomic DNA from sample 85","hm450k","other/NOS","F",66.454,"0.096","0.178","0.116","0.058","0.059","0.511",-6.68673000758194,5.37323778148388
"GSM1051610.1607013450.hlink.GSM1051610_7800246188_R04C01","GSM1051610","GSE42861","Normal genomic DNA from sample 86","hm450k","other/NOS","F",60.914,"0.086","0.121","0.176","0.062","0.039","0.541",-2.43478909592359,-0.603025319112895
"GSM1051618.1607013450.hlink.GSM1051618_7796814016_R01C01","GSM1051618","GSE42861","Normal genomic DNA from sample 94","hm450k","other/NOS","F",65.865,"0.051","0.127","0.05","0.022","0.08","0.672",5.97941149776585,0.407801933156471
"GSM1051619.1607013450.hlink.GSM1051619_7796814016_R03C01","GSM1051619","GSE42861","Normal genomic DNA from sample 95","hm450k","other/NOS","F",59.31,"0","0.184","0.069","0.046","0.044","0.656",5.1371640207296,-3.35304011467442
"GSM1051620.1607013450.hlink.GSM1051620_7796814016_R04C01","GSM1051620","GSE42861","Normal genomic DNA from sample 96","hm450k","other/NOS","F",53.22,"0.06","0.145","0.104","0.021","0.075","0.6",-5.0848473620659,2.6067375979835
"GSM1051621.1607013450.hlink.GSM1051621_7796814016_R05C01","GSM1051621","GSE42861","Normal genomic DNA from sample 97","hm450k","other/NOS","F",58.984,"0.063","0.1","0.049","0.054","0.068","0.672",5.40284564357082,-2.86300140697616
"GSM1051622.1607013450.hlink.GSM1051622_7796814016_R06C01","GSM1051622","GSE42861","Normal genomic DNA from sample 98","hm450k","other/NOS","M",36.492,"0.046","0.183","0","0.053","0.047","0.674",-8.89342293903831,-9.48059710653168
"GSM1051623.1607013450.hlink.GSM1051623_7796814016_R01C02","GSM1051623","GSE42861","Normal genomic DNA from sample 99","hm450k","other/NOS","M",52.998,"0.048","0.116","0.096","0.057","0.062","0.628",-4.47902675531013,-3.16750555899822
"GSM1051624.1607013450.hlink.GSM1051624_7796814016_R02C02","GSM1051624","GSE42861","Normal genomic DNA from sample 100","hm450k","other/NOS","F",66.155,"0.045","0.13","0.117","0.038","0.066","0.604",-1.79315428411417,-1.64560366814147
"GSM1051625.1607013450.hlink.GSM1051625_7796814016_R03C02","GSM1051625","GSE42861","Normal genomic DNA from sample 101","hm450k","other/NOS","F",76.392,"0.093","0.025","0.115","0.015","0.078","0.685",8.46416295292878,-0.105983099267394
"GSM1051626.1607013450.hlink.GSM1051626_7796814016_R04C02","GSM1051626","GSE42861","Normal genomic DNA from sample 102","hm450k","other/NOS","F",66.631,"0.158","0.031","0.246","0.024","0.094","0.455",-2.4045274715545,9.79082056523488
"GSM1051627.1607013450.hlink.GSM1051627_7796814016_R05C02","GSM1051627","GSE42861","Normal genomic DNA from sample 103","hm450k","other/NOS","F",72.202,"0.076","0.188","0.007","0.039","0.073","0.623",1.57143520403462,-1.4997235256538
"GSM1051628.1607013450.hlink.GSM1051628_7796814016_R06C02","GSM1051628","GSE42861","Normal genomic DNA from sample 104","hm450k","other/NOS","M",63.171,"0.077","0.084","0.165","0.046","0.046","0.613",-10.4398623973883,-9.91720737954862
"GSM1051629.1607013450.hlink.GSM1051629_7800246006_R01C01","GSM1051629","GSE42861","Normal genomic DNA from sample 105","hm450k","other/NOS","M",53.68,"0.051","0.128","0.003","0.079","0.063","0.685",-1.66111237190462,-5.18641002624677
"GSM1051630.1607013450.hlink.GSM1051630_7800246006_R02C01","GSM1051630","GSE42861","Normal genomic DNA from sample 106","hm450k","other/NOS","M",54.096,"0.049","0.121","0.081","0.055","0.093","0.613",0.430428667417834,5.677520555469
"GSM1051631.1607013450.hlink.GSM1051631_7800246006_R03C01","GSM1051631","GSE42861","Normal genomic DNA from sample 107","hm450k","other/NOS","M",62.3,"0","0.143","0.085","0.046","0.055","0.686",6.14892232368685,-4.82535214036209
"GSM1051632.1607013450.hlink.GSM1051632_7800246006_R04C01","GSM1051632","GSE42861","Normal genomic DNA from sample 108","hm450k","other/NOS","F",54.883,"0.062","0.108","0.076","0.041","0.057","0.661",2.37544994447206,1.08006106558394
"GSM1051633.1607013450.hlink.GSM1051633_7800246006_R05C01","GSM1051633","GSE42861","Normal genomic DNA from sample 109","hm450k","other/NOS","F",45.17,"0.064","0.153","0.025","0.014","0.059","0.685",2.81287745331376,0.0195990954360824
"GSM1051634.1607013450.hlink.GSM1051634_7800246006_R06C01","GSM1051634","GSE42861","Normal genomic DNA from sample 110","hm450k","other/NOS","F",60.695,"0.066","0.162","0.072","0.075","0.07","0.574",9.70337961988878,-0.348553954056633
"GSM1051635.1607013450.hlink.GSM1051635_7800246006_R01C02","GSM1051635","GSE42861","Normal genomic DNA from sample 111","hm450k","other/NOS","F",51.681,"0.102","0.157","0.095","0.034","0.073","0.543",4.07312651432968,6.22995788971387
"GSM1051638.1607013450.hlink.GSM1051638_7800246006_R04C02","GSM1051638","GSE42861","Normal genomic DNA from sample 114","hm450k","other/NOS","F",55.544,"0.089","0.213","0.091","0.044","0.026","0.551",-1.02581151508992,6.26172020707441
"GSM1051639.1607013450.hlink.GSM1051639_7800246006_R05C02","GSM1051639","GSE42861","Normal genomic DNA from sample 115","hm450k","other/NOS","F",55.165,"0.049","0.148","0.077","0.03","0.06","0.637",0.17440321837007,-3.74437828636066
"GSM1051641.1607013450.hlink.GSM1051641_7800246018_R01C01","GSM1051641","GSE42861","Normal genomic DNA from sample 117","hm450k","other/NOS","F",68.881,"0.056","0.101","0.107","0.042","0.106","0.602",8.9061493265853,2.16133383362736
"GSM1051642.1607013450.hlink.GSM1051642_7800246018_R02C01","GSM1051642","GSE42861","Normal genomic DNA from sample 118","hm450k","other/NOS","F",54.214,"0.109","0.165","0.09","0.029","0.058","0.549",0.448577842982887,6.88574264765233
"GSM1051643.1607013450.hlink.GSM1051643_7800246018_R03C01","GSM1051643","GSE42861","Normal genomic DNA from sample 119","hm450k","other/NOS","F",40.754,"0.08","0.09","0.034","0.031","0.035","0.736",5.74121859817941,-3.10337926358585
"GSM1051644.1607013450.hlink.GSM1051644_7800246018_R04C01","GSM1051644","GSE42861","Normal genomic DNA from sample 120","hm450k","other/NOS","F",57.374,"0.114","0.137","0.094","0.047","0.056","0.564",7.28720045212914,3.10830084903195
"GSM1051645.1607013450.hlink.GSM1051645_7800246018_R05C01","GSM1051645","GSE42861","Normal genomic DNA from sample 121","hm450k","other/NOS","F",62.869,"0.04","0.07","0.046","0.021","0.089","0.742",7.26834913111887,-2.5154443492948
"GSM1051646.1607013450.hlink.GSM1051646_7800246018_R06C01","GSM1051646","GSE42861","Normal genomic DNA from sample 122","hm450k","other/NOS","M",54.942,"0.031","0.063","0.012","0.033","0.093","0.776",16.2211340204848,-6.9398272474316
"GSM1051647.1607013450.hlink.GSM1051647_7800246018_R01C02","GSM1051647","GSE42861","Normal genomic DNA from sample 123","hm450k","other/NOS","M",55.648,"0.058","0.132","0.112","0.073","0.122","0.517",0.640350910352022,2.70184169857734
"GSM1051648.1607013450.hlink.GSM1051648_7800246018_R02C02","GSM1051648","GSE42861","Normal genomic DNA from sample 124","hm450k","other/NOS","M",56.975,"0.053","0.118","0","0.044","0.058","0.736",4.35092602379644,-2.94450760227628
"GSM1051649.1607013450.hlink.GSM1051649_7800246018_R03C02","GSM1051649","GSE42861","Normal genomic DNA from sample 125","hm450k","other/NOS","M",73.965,"0.169","0.054","0.312","0.025","0.07","0.389",-4.2622312825243,12.4578860904455
"GSM1051650.1607013450.hlink.GSM1051650_7800246018_R04C02","GSM1051650","GSE42861","Normal genomic DNA from sample 126","hm450k","other/NOS","F",58.663,"0.013","0.176","0.095","0.068","0.037","0.622",3.42284790264842,1.25280053678098
"GSM1051651.1607013450.hlink.GSM1051651_7800246018_R05C02","GSM1051651","GSE42861","Normal genomic DNA from sample 127","hm450k","other/NOS","F",73.905,"0.036","0.096","0.053","0.013","0.122","0.681",13.3342071094437,1.42454685046977
"GSM1051652.1607013450.hlink.GSM1051652_7800246018_R06C02","GSM1051652","GSE42861","Normal genomic DNA from sample 128","hm450k","other/NOS","F",70.375,"0.124","0.261","0.06","0.029","0.06","0.482",5.71234686746306,7.80952394068663
"GSM1051653.1607013450.hlink.GSM1051653_7800246043_R01C01","GSM1051653","GSE42861","Normal genomic DNA from sample 129","hm450k","other/NOS","F",34.226,"0.127","0.254","0.041","0.026","0.026","0.53",-2.84041139598853,2.67256548381129
"GSM1051654.1607013450.hlink.GSM1051654_7800246043_R02C01","GSM1051654","GSE42861","Normal genomic DNA from sample 130","hm450k","other/NOS","F",64.4,"0.086","0.084","0.028","0.069","0.039","0.71",17.518782169194,-2.29659424420953
"GSM1051655.1607013450.hlink.GSM1051655_7800246043_R03C01","GSM1051655","GSE42861","Normal genomic DNA from sample 131","hm450k","other/NOS","F",44.433,"0.09","0.135","0.026","0.038","0.058","0.665",1.478234078291,-0.900333933385361
"GSM1051656.1607013450.hlink.GSM1051656_7800246043_R05C01","GSM1051656","GSE42861","Normal genomic DNA from sample 132","hm450k","other/NOS","M",58.962,"0.124","0.154","0.207","0.105","0.05","0.362",-18.9645381746045,10.9262128707621
"GSM1051657.1607013450.hlink.GSM1051657_7800246043_R06C01","GSM1051657","GSE42861","Normal genomic DNA from sample 133","hm450k","other/NOS","F",58.634,"0.134","0.094","0.216","0.051","0.052","0.476",-1.3272996348418,5.78698732341796
"GSM1051658.1607013450.hlink.GSM1051658_7800246043_R01C02","GSM1051658","GSE42861","Normal genomic DNA from sample 134","hm450k","other/NOS","F",37.665,"0.073","0.107","0.077","0.036","0.074","0.641",4.41071513482182,0.349880840540727
"GSM1051659.1607013450.hlink.GSM1051659_7800246043_R03C02","GSM1051659","GSE42861","Normal genomic DNA from sample 135","hm450k","other/NOS","F",56.99,"0.076","0.18","0.123","0.027","0.076","0.525",-4.37597207137719,5.8839995003923
"GSM1051660.1607013450.hlink.GSM1051660_7800246043_R04C02","GSM1051660","GSE42861","Normal genomic DNA from sample 136","hm450k","other/NOS","F",47.953,"0.011","0.127","0.1","0.031","0.076","0.663",5.71846568470386,-2.2929355210966
"GSM1051661.1607013450.hlink.GSM1051661_7800246043_R05C02","GSM1051661","GSE42861","Normal genomic DNA from sample 137","hm450k","other/NOS","F",48.155,"0.066","0.136","0.127","0.039","0.051","0.598",-0.148078757489486,-2.1909209112363
"GSM1051662.1607013450.hlink.GSM1051662_7800246043_R06C02","GSM1051662","GSE42861","Normal genomic DNA from sample 138","hm450k","other/NOS","F",74.024,"0.016","0.126","0.082","0.026","0.054","0.706",11.5484662940744,-7.66229998774696
